R_fighter,B_fighter,B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,R_Stance,B_Stance,BR_Stance,Win
Dan Hardy,Marcus Davis,693.3613281,19,0,0,1,6,8,2,177.8,177.8,170,484.5,4,0,2,0,2,2,0,182.88,187.96,170,35,27,0,1,1,2
Mike Swick,Ben Saunders,391.5,6,0,3,0,3,3,0,187.96,195.58,170,441.71875,17,0,5,0,5,8,1,185.42,195.58,170,26,29,0,0,0,2
Matt Hughes,Matt Serra,567.3310547,28,3,0,1,2,6,5,167.64,172.72,170,500.9486732,42,12,2,0,6,15,5,175.26,185.42,170,34,35,2,0,-2,2
Yoshiyuki Yoshida,Brandon Wolff,109,1,0,0,1,0,0,1,175.26,,170,95.5,2,0,1,0,1,1,1,180.34,177.8,170,33,35,1,0,-1,2
Matt Brown,Pete Sell,783.21875,15,0,1,0,1,2,4,180.34,190.5,170,533.5,7,0,1,0,1,2,1,182.88,190.5,170,26,28,0,0,0,2
Dan Hardy,Rory Markham,97,1,0,1,0,1,1,0,182.88,180.34,170,900,3,0,1,0,1,1,0,182.88,187.96,170,26,26,0,0,0,2
Paul Kelly,Troy Mandaloniz,260,1,0,1,0,1,1,0,175.26,,170,668,5,0,1,0,1,1,1,175.26,177.8,155,29,24,0,0,0,2
Anthony Johnson,Luigi Fioravanti,859.1171875,19,0,0,1,2,4,4,172.72,177.8,170,555.25,10,0,1,0,1,3,2,187.96,198.12,205,28,24,0,0,0,2
Matthew Riddle,Steve Bruno,712,5,0,0,1,1,1,1,177.8,,170,900,3,0,1,0,1,1,0,185.42,193.04,170,27,23,1,0,-1,2
Georges St-Pierre,BJ Penn,749.3459473,32,6,3,0,3,9,4,175.26,177.8,155,1049.806641,29,6,2,0,5,11,2,180.34,193.04,185,30,27,0,0,0,2
Jon Fitch,Akihiro Gono,699.5,5,0,1,0,1,1,1,170.18,172.72,170,1150.011719,25,1,8,0,8,8,1,182.88,187.96,170,34,30,0,2,2,2
Karo Parisyan,Dong Hyun Kim,762.5,6,0,2,0,2,2,0,187.96,193.04,170,601.7226563,28,0,1,0,4,8,3,177.8,182.88,170,27,26,0,1,1,1
Marcus Davis,Chris Lytle,746.2729492,30,1,0,2,2,5,8,180.34,172.72,170,486.7226563,16,0,0,1,6,7,2,177.8,177.8,170,34,35,1,0,-1,2
Brad Blackburn,Ryo Chonan,900,6,0,0,1,1,1,1,175.26,177.8,170,449,2,0,1,0,1,1,0,177.8,185.42,170,32,31,0,0,0,2
Anthony Johnson,Kevin Burns,672.5,5,0,2,0,2,2,0,177.8,187.96,170,482.5,7,0,1,0,1,2,2,187.96,198.12,205,28,24,0,0,0,2
Steve Bruno,Johnny Rees,261,1,0,0,1,0,0,1,182.88,,170,900,3,0,0,1,0,0,1,177.8,,170,26,27,0,0,0,2
Josh Koscheck,Yoshiyuki Yoshida,56,1,0,1,0,1,1,0,180.34,177.8,170,828.3447266,27,0,2,0,5,9,3,177.8,185.42,170,34,31,0,1,1,2
Luigi Fioravanti,Brodie Farber,97,1,0,0,1,0,0,1,185.42,,170,818.234375,16,0,0,1,2,3,4,172.72,177.8,170,28,27,0,0,0,2
Mike Swick,Jonathan Goulet,347.484375,12,0,1,0,2,4,3,182.88,185.42,170,850.4375,16,0,5,0,5,7,1,185.42,195.58,170,29,29,0,0,0,2
Dustin Hazelett,Tamdan McCrory,680.75,7,0,1,0,1,2,1,193.04,193.04,185,444.46875,10,0,0,1,3,4,2,185.42,193.04,170,22,22,0,2,2,2
Matt Brown,Ryan Thomas,448,2,0,0,1,0,0,1,182.88,,170,710,5,0,1,0,1,1,1,182.88,190.5,170,24,27,0,0,0,2
Thiago Alves,Josh Koscheck,756.6894531,24,0,2,0,5,9,2,177.8,185.42,170,403.234375,19,0,0,1,6,8,2,175.26,177.8,170,30,25,0,0,0,2
Pete Sell,Joshua Burkman,733.9453125,21,0,2,0,2,5,4,177.8,182.88,170,666.4375,12,0,1,0,1,1,4,180.34,190.5,170,28,26,0,0,0,2
Chris Lytle,Paul Taylor,786.375,10,0,1,0,1,2,2,182.88,182.88,155,592.5458984,27,1,0,2,2,4,8,180.34,172.72,170,28,34,0,0,0,2
Marcus Davis,Paul Kelly,900,3,0,1,0,1,1,0,175.26,177.8,155,537.4453125,14,0,0,1,6,6,2,177.8,177.8,170,24,35,1,0,-1,2
Dong Hyun Kim,Matt Brown,520,2,0,1,0,1,1,0,182.88,190.5,170,625,3,0,1,0,1,1,0,187.96,193.04,170,27,26,1,0,-1,2
Ryo Chonan,Roan Carneiro,551.625,9,0,1,0,1,2,2,180.34,193.04,170,900,3,0,0,1,0,0,1,175.26,177.8,170,30,31,0,0,0,2
Tamdan McCrory,Luke Cummo,646.875,15,1,0,1,2,3,3,182.88,187.96,170,461.5,4,0,1,0,1,1,1,193.04,193.04,185,28,21,2,0,-2,2
Georges St-Pierre,Jon Fitch,800.0234375,20,0,8,0,8,8,0,182.88,187.96,170,599.6132813,24,5,2,0,5,10,2,180.34,193.04,185,30,27,0,0,0,2
Kevin Burns,Anthony Johnson,150,4,0,1,0,1,2,1,187.96,198.12,205,530,2,0,1,0,1,1,0,177.8,187.96,170,24,28,0,0,0,2
Josh Koscheck,Chris Lytle,285.0917969,24,1,0,2,2,4,7,180.34,172.72,170,613.3789063,21,0,2,0,5,8,2,177.8,185.42,170,33,30,0,0,0,2
Dustin Hazelett,Joshua Burkman,881.890625,19,0,2,0,2,5,3,177.8,182.88,170,302.9375,8,0,0,1,3,3,2,185.42,193.04,170,28,22,0,0,0,2
Diego Sanchez,Luigi Fioravanti,789.46875,13,0,0,1,2,3,3,172.72,177.8,170,537.0664063,20,1,6,0,6,7,2,177.8,182.88,170,27,26,1,0,-1,2
Mike Swick,Marcus Davis,174.890625,11,0,0,1,6,6,1,177.8,177.8,170,800.875,13,0,5,0,5,6,1,185.42,195.58,170,34,28,0,1,1,2
Thiago Alves,Matt Hughes,639.8973465,40,12,2,0,6,15,4,175.26,185.42,170,444.46875,17,0,0,1,5,7,2,175.26,177.8,170,34,24,0,2,2,2
Paul Taylor,Jess Liaudin,114.75,3,0,2,0,2,2,1,175.26,182.88,170,672.75,7,0,1,0,1,1,2,182.88,182.88,155,,28,0,0,0,2
Georges St-Pierre,Matt Serra,549.6621094,26,2,0,1,2,6,4,167.64,172.72,170,614.2265625,22,4,2,0,5,9,2,180.34,193.04,185,33,26,0,0,0,2
Jonathan Goulet,Kuniyoshi Hironaka,722,8,0,0,1,1,1,2,177.8,177.8,168,267.96875,10,0,1,0,1,3,3,182.88,185.42,170,31,28,0,0,0,2
Thiago Alves,Karo Parisyan,879.4453125,26,0,1,0,4,8,2,177.8,182.88,170,564.9375,15,0,0,1,4,6,2,175.26,177.8,170,25,24,0,0,0,2
Anthony Johnson,Tommy Speer,121,1,1,0,1,0,0,1,177.8,180.34,170,249,3,0,1,0,1,1,1,187.96,198.12,205,23,24,0,0,0,2
George Sotiropoulos,Roman Mitichyan,23,1,0,1,0,1,1,0,177.8,,170,96,1,0,1,0,1,1,0,177.8,180.34,155,29,30,0,0,0,2
Josh Koscheck,Dustin Hazelett,221.875,6,0,0,1,3,3,1,185.42,193.04,170,842.7578125,19,0,2,0,5,7,2,177.8,185.42,170,21,30,0,0,0,2
Luigi Fioravanti,Luke Cummo,393.75,12,1,0,1,2,3,2,182.88,187.96,170,678.9375,10,0,0,1,2,2,3,172.72,177.8,170,27,27,0,0,0,2
Mike Swick,Joshua Burkman,863.78125,16,0,2,0,2,5,2,177.8,182.88,170,701.75,10,0,5,0,5,5,1,185.42,195.58,170,27,28,0,0,0,2
Marcus Davis,Jess Liaudin,165.5,2,0,2,0,2,2,0,175.26,182.88,170,285.78125,10,0,0,1,5,5,1,177.8,177.8,170,,34,1,0,-1,2
Georges St-Pierre,Matt Hughes,685.794693,38,11,2,0,6,15,3,175.26,185.42,170,634.453125,20,3,2,0,5,8,2,180.34,193.04,185,34,26,0,2,2,2
Roan Carneiro,Tony DeSouza,344.4375,9,0,2,0,2,3,2,182.88,177.8,170,633.5,5,0,1,0,1,1,1,180.34,193.04,170,33,29,0,1,1,2
Thiago Alves,Chris Lytle,474.3671875,21,1,0,2,2,3,6,180.34,172.72,170,529.875,13,0,0,1,3,5,2,175.26,177.8,170,33,24,0,0,0,2
Joshua Burkman,Forrest Petz,824.75,10,0,1,0,1,2,2,175.26,180.34,170,827.5625,13,0,2,0,2,4,2,177.8,182.88,170,32,27,0,0,0,2
Rich Clementi,Anthony Johnson,13,1,0,1,0,1,1,0,187.96,198.12,205,765.5,10,0,0,2,1,1,3,175.26,182.88,155,23,31,1,0,-1,2
Jon Fitch,Diego Sanchez,682.265625,16,1,6,0,6,6,1,177.8,182.88,170,500.09375,14,0,6,0,6,6,0,182.88,187.96,170,25,29,0,1,1,2
Thiago Alves,Kuniyoshi Hironaka,900,6,0,0,1,1,1,1,177.8,177.8,168,515.75,11,0,0,1,2,4,2,175.26,177.8,170,31,23,0,0,0,2
Luke Cummo,Edilberto de Oliveira,637,3,0,0,1,0,0,1,182.88,,170,682.5,11,1,0,1,1,2,2,182.88,187.96,170,24,27,0,0,0,2
Dustin Hazelett,Jonathan Goulet,433.875,8,0,1,0,1,2,2,182.88,185.42,170,369.75,5,0,0,1,2,2,1,185.42,193.04,170,28,21,0,0,0,2
Marcus Davis,Paul Taylor,637,3,0,1,0,1,1,0,182.88,182.88,155,317.5625,9,0,0,1,4,4,1,177.8,177.8,170,27,34,1,0,-1,2
Jess Liaudin,Anthony Torres,157,1,0,1,0,1,1,0,172.72,,170,81,1,0,1,0,1,1,0,175.26,182.88,170,29,,0,0,0,2
Georges St-Pierre,Josh Koscheck,785.515625,16,0,2,0,5,7,1,177.8,185.42,170,368.90625,17,3,2,0,5,7,2,180.34,193.04,185,29,26,0,0,0,2
Chris Lytle,Jason Gilliam,94,1,0,0,1,0,0,1,182.88,,170,813.734375,20,1,0,2,2,2,6,180.34,172.72,170,,32,0,0,0,2
Jon Fitch,Roan Carneiro,900,3,0,1,0,1,1,0,180.34,193.04,170,633.1875,12,0,5,0,5,5,0,182.88,187.96,170,29,29,0,0,0,2
Forrest Petz,Luigi Fioravanti,457.875,7,0,0,1,2,2,2,172.72,177.8,170,749.5,7,0,1,0,1,1,2,175.26,180.34,170,26,31,0,0,0,2
Karo Parisyan,Joshua Burkman,755.125,10,0,2,0,2,4,1,177.8,182.88,170,817.78125,20,0,1,0,4,6,2,177.8,182.88,170,27,24,0,0,0,2
Matt Serra,Georges St-Pierre,532.8125,16,2,2,0,5,7,1,180.34,193.04,185,894.3242188,25,1,0,1,2,5,4,167.64,172.72,170,25,32,0,0,0,2
Josh Koscheck,Diego Sanchez,464.53125,13,1,6,0,6,6,0,177.8,182.88,170,671.03125,13,0,2,0,4,6,1,177.8,185.42,170,25,29,0,1,1,2
Marcus Davis,Pete Spratt,285.375,7,0,1,0,1,3,2,175.26,,170,643.25,6,0,0,1,2,2,1,177.8,177.8,170,36,33,1,0,-1,2
Luke Cummo,Josh Haynes,727,5,1,0,2,0,0,2,175.26,,170,900,9,1,0,1,1,1,2,182.88,187.96,170,29,26,0,0,0,2
Kuniyoshi Hironaka,Forrest Petz,599,4,0,1,0,1,1,1,175.26,180.34,170,900,3,0,0,1,0,0,1,177.8,177.8,168,31,30,0,0,0,2
Drew Fickett,Keita Nakamura,900,3,0,0,1,0,0,1,180.34,185.42,170,694.34375,12,0,0,1,2,3,3,177.8,177.8,155,22,27,0,1,1,2
Matt Hughes,Chris Lytle,727.46875,17,1,0,2,2,2,5,180.34,172.72,170,471.589386,35,11,2,0,6,14,3,175.26,185.42,170,32,33,2,0,-2,2
Jon Fitch,Luigi Fioravanti,430.75,5,0,0,1,2,2,1,172.72,177.8,170,781.375,10,0,4,0,4,4,0,182.88,187.96,170,26,29,0,0,0,2
Rich Clementi,Ross Pointon,44,1,0,0,1,0,0,1,172.72,,170,669,5,0,0,2,0,0,2,175.26,182.88,155,26,30,1,0,-1,2
Thiago Alves,Tony DeSouza,318.875,7,0,2,0,2,3,1,182.88,177.8,170,661.5,9,0,0,1,2,3,2,175.26,177.8,170,32,23,0,1,1,2
Luigi Fioravanti,Dave Menne,647.5,14,2,2,0,2,2,3,177.8,,170,577.5,4,0,0,1,1,1,1,172.72,177.8,170,32,25,0,0,0,2
Diego Sanchez,Joe Riggs,244.515625,11,0,1,0,1,4,3,182.88,177.8,185,824.0625,12,1,5,0,5,5,0,177.8,182.88,170,24,24,1,1,0,2
Marcus Davis,Shonie Carter,380.375,10,0,3,0,3,3,2,177.8,,170,386.5,3,0,0,1,1,1,1,177.8,177.8,170,34,33,1,1,0,2
Karo Parisyan,Drew Fickett,488.6875,9,0,0,1,2,3,2,177.8,177.8,155,735.5625,17,0,1,0,4,5,2,177.8,182.88,170,26,24,0,0,0,2
Georges St-Pierre,Matt Hughes,558.178772,33,10,2,0,6,14,2,175.26,185.42,170,680.625,14,1,2,0,4,6,1,180.34,193.04,185,33,25,0,2,2,2
Pete Spratt,Jeremy Jackson,724,3,0,0,1,0,0,1,177.8,,170,199.75,5,0,1,0,1,2,2,175.26,,170,24,35,0,0,0,2
Matt Serra,Chris Lytle,554.9375,14,0,0,2,2,2,4,180.34,172.72,170,888.6484375,22,0,0,1,2,4,4,167.64,172.72,170,32,32,0,0,0,2
Thiago Alves,John Alessio,651.5,5,1,0,2,0,0,2,177.8,182.88,155,423,6,0,0,1,2,2,2,175.26,177.8,170,27,23,0,0,0,2
Marcus Davis,Forrest Petz,900,3,0,1,0,1,1,0,175.26,180.34,170,475,2,0,0,1,0,0,1,177.8,177.8,170,31,33,1,0,-1,2
Matt Hughes,BJ Penn,804.5351563,22,3,3,0,3,6,3,175.26,177.8,155,283.3575439,30,9,2,0,6,13,2,175.26,185.42,170,27,32,2,0,-2,2
Nick Diaz,Josh Neer,719.375,8,0,0,1,2,2,2,180.34,182.88,170,824.2734375,19,0,2,0,2,4,4,185.42,193.04,185,23,23,1,0,-1,2
Joe Riggs,Jason Von Flue,788.5,6,0,1,0,1,1,1,182.88,,170,368.03125,10,0,1,0,1,3,3,182.88,177.8,185,31,23,1,0,-1,2
Diego Sanchez,Karo Parisyan,571.125,14,0,1,0,4,5,1,177.8,182.88,170,748.125,9,1,4,0,4,4,0,177.8,182.88,170,23,24,1,0,-1,2
Josh Koscheck,Jonathan Goulet,617.75,7,0,1,0,1,2,1,182.88,185.42,170,634.125,9,0,2,0,2,4,1,177.8,185.42,170,27,28,0,0,0,2
Joshua Burkman,Josh Neer,538.75,5,0,0,1,2,2,1,180.34,182.88,170,320.5,4,0,2,0,2,2,1,177.8,182.88,170,23,26,0,0,0,2
Jonathan Goulet,Luke Cummo,900,6,1,0,1,1,1,1,182.88,187.96,170,335.5,4,0,1,0,1,1,1,182.88,185.42,170,26,26,0,0,0,2
Jon Fitch,Thiago Alves,269,4,0,0,1,2,2,1,175.26,177.8,170,748.5,5,0,2,0,2,2,0,182.88,187.96,170,22,28,0,0,0,2
Josh Koscheck,Dave Menne,395,11,2,2,0,2,2,2,177.8,,170,368.25,6,0,2,0,2,3,1,177.8,185.42,170,31,28,0,0,0,2
Diego Sanchez,John Alessio,403,2,1,0,1,0,0,1,177.8,182.88,155,596.25,6,1,3,0,3,3,0,177.8,182.88,170,26,24,1,0,-1,2
Sean Sherk,Nick Diaz,748.546875,16,0,2,0,2,4,3,185.42,193.04,185,736.4375,13,1,3,0,3,3,2,167.64,170.18,155,22,32,0,1,1,2
Karo Parisyan,Nick Thompson,900,3,0,1,0,1,1,0,185.42,187.96,170,858.25,13,0,1,0,3,4,1,177.8,182.88,170,24,23,0,0,0,2
Luke Cummo,Jason Von Flue,677,3,0,1,0,1,1,0,182.88,,170,900,3,1,0,1,0,0,1,182.88,187.96,170,30,25,0,0,0,2
Josh Koscheck,Ansar Chalangov,145,1,0,0,1,0,0,1,175.26,,170,527.5,5,0,2,0,2,2,1,177.8,185.42,170,26,28,0,0,0,2
Jon Fitch,Joshua Burkman,44,2,0,2,0,2,2,0,177.8,182.88,170,900,3,0,1,0,1,1,0,182.88,187.96,170,25,28,0,0,0,2
Josh Neer,Joe Stevenson,900,3,1,1,0,1,1,0,170.18,177.8,145,177.5,2,0,0,1,1,1,1,180.34,182.88,170,23,23,0,0,0,2
Georges St-Pierre,BJ Penn,709.0703125,19,3,3,0,3,6,2,175.26,177.8,155,461.25,11,1,2,0,3,5,1,180.34,193.04,185,27,24,0,0,0,2
Joe Riggs,Nick Diaz,597.09375,13,0,2,0,2,4,2,185.42,193.04,185,294.125,6,0,1,0,1,2,2,182.88,177.8,185,22,23,1,1,0,2
Josh Neer,Melvin Guillard,475,2,0,1,0,1,1,0,175.26,180.34,155,95,1,0,0,1,0,0,1,180.34,182.88,170,22,22,0,0,0,2
Duane Ludwig,Jonathan Goulet,665,3,0,1,0,1,1,0,182.88,185.42,170,900,3,0,1,0,1,1,0,177.8,177.8,170,26,27,0,0,0,2
Spencer Fisher,Aaron Riley,900,3,0,0,1,0,0,1,172.72,175.26,155,583,2,0,1,0,1,1,0,170.18,172.72,155,25,29,1,1,0,2
Joshua Burkman,Drew Fickett,527.75,5,0,0,1,2,2,1,177.8,177.8,155,21,1,0,1,0,1,1,0,177.8,182.88,170,26,25,0,0,0,2
Georges St-Pierre,Sean Sherk,999.875,11,1,3,0,3,3,1,167.64,170.18,155,449.5,9,1,2,0,2,4,1,180.34,193.04,185,32,24,0,0,0,2
Matt Hughes,Joe Riggs,380.25,5,0,1,0,1,2,1,182.88,177.8,185,367.4301758,28,9,2,0,6,11,2,175.26,185.42,170,23,32,2,1,-1,2
Diego Sanchez,Nick Diaz,294.1875,10,0,2,0,2,4,1,185.42,193.04,185,292.5,3,1,2,0,2,2,0,177.8,182.88,170,22,23,1,1,0,2
Joe Riggs,Chris Lytle,689.875,12,0,0,2,2,2,3,180.34,172.72,170,340.5,3,0,1,0,1,1,1,182.88,177.8,185,31,23,1,0,-1,2
Drew Fickett,Josh Koscheck,187,2,0,2,0,2,2,0,177.8,185.42,170,187.5,2,0,0,1,1,1,1,177.8,177.8,155,27,25,0,0,0,2
Georges St-Pierre,Frank Trigg,291.375,5,2,0,1,2,2,2,175.26,180.34,170,650,8,1,2,0,2,3,1,180.34,193.04,185,33,24,0,1,1,2
Kenny Florian,Alex Karalexis,100,1,0,1,0,1,1,0,172.72,167.64,155,169,1,1,0,1,0,0,1,177.8,187.96,145,27,29,1,0,-1,2
Josh Koscheck,Pete Spratt,286.5,4,0,1,0,1,2,1,175.26,,170,261,1,0,1,0,1,1,0,177.8,185.42,170,34,27,0,0,0,2
Nick Diaz,Koji Oishi,900,3,0,0,1,0,0,1,172.72,,170,504.375,9,0,2,0,2,3,1,185.42,193.04,185,28,21,1,0,-1,2
Karo Parisyan,Matt Serra,877.296875,19,0,0,1,2,4,3,167.64,172.72,170,816.5,10,0,1,0,2,3,1,177.8,182.88,170,31,22,0,0,0,2
Matt Hughes,Frank Trigg,337.75,4,1,0,1,2,2,1,175.26,180.34,170,489.8603516,27,8,2,0,6,10,2,175.26,185.42,170,32,31,2,1,-1,2
Karo Parisyan,Chris Lytle,479.75,9,0,0,2,2,2,2,180.34,172.72,170,733,7,0,1,0,1,2,1,177.8,182.88,170,30,22,0,0,0,2
Frank Trigg,Renato Verissimo,900,6,0,1,0,1,1,1,185.42,,170,244.5,2,1,0,1,1,1,1,175.26,180.34,170,31,32,1,0,-1,2
Matt Hughes,Georges St-Pierre,501,4,0,2,0,2,2,0,180.34,193.04,185,680.7207031,26,7,2,0,6,9,2,175.26,185.42,170,23,31,2,0,-2,2
Karo Parisyan,Nick Diaz,557.5,5,0,2,0,2,2,0,185.42,193.04,185,566,4,0,1,0,1,1,1,177.8,182.88,170,21,21,0,1,1,2
Matt Hughes,Renato Verissimo,900,3,0,1,0,1,1,0,185.42,,170,461.4414063,23,7,2,0,6,8,2,175.26,185.42,170,30,30,2,0,-2,2
Frank Trigg,Dennis Hallman,760,6,1,1,0,1,1,1,175.26,182.88,155,234,1,1,0,1,0,0,1,175.26,180.34,170,28,32,1,0,-1,2
Chris Lytle,Tiki Ghosn,288.5,5,0,0,3,0,0,3,177.8,,170,750,5,0,0,2,0,0,2,180.34,172.72,170,27,29,0,0,0,2
Nick Diaz,Robbie Lawler,649.8125,11,0,3,0,3,4,1,180.34,187.96,170,724,3,0,1,0,1,1,0,185.42,193.04,185,22,20,1,1,0,2
BJ Penn,Matt Hughes,643.8828125,22,6,2,0,6,8,1,175.26,185.42,170,1139.140625,18,2,3,0,3,5,2,175.26,177.8,155,30,25,0,2,2,2
Robbie Lawler,Chris Lytle,600,2,0,0,1,0,0,1,180.34,172.72,170,399.625,8,0,3,0,3,3,1,180.34,187.96,170,29,21,1,0,-1,2
Pete Spratt,Robbie Lawler,351.25,6,0,3,0,3,3,0,180.34,187.96,170,125,2,0,1,0,1,1,1,175.26,,170,21,32,0,1,1,2
Matt Hughes,Sean Sherk,499.75,6,0,3,0,3,3,0,167.64,170.18,155,607.53125,16,4,2,0,4,6,1,175.26,185.42,170,29,29,2,0,-2,2
Robbie Lawler,Tiki Ghosn,488,4,0,0,2,0,0,2,177.8,,170,613.5,5,0,2,0,2,2,0,180.34,187.96,170,25,20,1,0,-1,2
Carlos Newton,Pete Spratt,145,1,0,1,0,1,1,0,175.26,,170,811,12,4,1,0,1,2,3,175.26,,170,31,26,0,0,0,2
Matt Hughes,Gil Castillo,1200,8,1,0,1,1,1,1,175.26,,170,915.0625,15,3,2,0,3,5,1,175.26,185.42,170,37,29,2,1,-1,2
Sean Sherk,Benji Radach,463.5,4,0,0,1,1,1,1,177.8,,185,743.5,5,0,2,0,2,2,0,167.64,170.18,155,23,29,0,0,0,2
Matt Hughes,Carlos Newton,505,8,3,1,0,1,2,2,175.26,,170,713.125,11,2,2,0,2,4,1,175.26,185.42,170,25,28,2,0,-2,2
Robbie Lawler,Steve Berger,463.5,4,0,0,2,0,0,2,180.34,,170,900,3,0,1,0,1,1,0,180.34,187.96,170,29,20,1,0,-1,2
Sean Sherk,Jutaro Nakao,315,2,0,1,0,1,1,0,175.26,,170,587,2,0,1,0,1,1,0,167.64,170.18,155,31,28,0,1,1,2
Gil Castillo,Chris Brennan,542,1,1,0,1,0,0,1,172.72,,170,1500,5,1,0,1,0,0,1,175.26,,170,30,36,1,0,-1,2
Matt Hughes,Carlos Newton,623,6,2,1,0,1,2,1,175.26,,170,303.5,5,0,2,0,2,2,1,175.26,185.42,170,25,28,2,0,-2,2
Pat Miletich,Shonie Carter,745.5,7,0,3,0,3,3,0,177.8,,170,634.828125,18,7,7,0,7,7,1,177.8,,170,29,33,0,1,1,2
Carlos Newton,Pat Miletich,499.65625,15,6,7,0,7,7,0,177.8,,170,476,3,1,1,0,1,1,1,175.26,,170,33,24,0,0,0,2
Pat Miletich,Kenichi Yamamoto,727.5,5,1,2,0,2,2,0,182.88,,170,581.3125,13,5,6,0,6,6,0,177.8,,170,24,32,0,0,0,2
Fabiano Iha,Daiju Takase,590.5,4,0,0,2,0,0,2,182.88,,170,280.25,5,0,0,2,1,1,2,172.72,,155,22,30,0,1,1,2
Fabiano Iha,Laverne Clark,573.25,5,0,3,0,3,3,0,180.34,,170,490.5,4,0,0,2,0,0,2,172.72,,155,26,30,0,0,0,2
Pat Miletich,Mikey Burnett,585,1,0,1,0,1,1,0,167.64,,170,721,3,1,2,0,2,2,0,177.8,,170,24,30,0,0,0,2
